Catalog Number,Class,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Author,Year,Country,State,County,Locality,Other Descriptor,Body of Water,Latitude,Longitude,Elevation,GBIF Precision,Collected Beginning,Collected Ending,Collector,Method,Habitat,Identified by,Year Identified,Type,Type Name,Male,Female,Immature,Pupa,Exuvia,Adult,Other,Age Unknown,Preparation,Created,Modified
Insect Collection 655202,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,"2.2 km NE Durand, 1.2 km N Fritz Road", ,Otter Creek,42.444,-89.2962, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,48, , , , , ,Vial,7/31/2013 12:00:00 AM,10/28/2013 12:00:00 AM
Insect Collection 655589,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Lake,0.6 km NE Winthrop Harbor, ,tributary of Lake Michigan,42.48287,-87.81839, , ,05/30/2013, ,R.E. DeWalt, , ,R.E. DeWalt,2013, , , , ,1, , , , , ,Vial,9/11/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 655591,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Lake,0.6 km NE Winthrop Harbor, ,tributary of Lake Michigan,42.48287,-87.81839, , ,05/30/2013, ,R.E. DeWalt, , ,R.E. DeWalt,2013, , , , ,1, , , , , ,Vial,9/11/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 790028,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Ohio,Lake,5.1 km SW Thompson at Thompson Rd., ,Phelps Creek,41.66435,-81.11648, ,10,06/08/2013, ,"R. E. DeWalt, E. J. Smith", , ,R.E. DeWalt,2014, , , , ,7, , , , , ,Vial,1/15/2015 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 790726,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Keweenaw,"Daisy Farm CG, Isle Royale",Isle Royale National Park,Benson Creek,48.09228,-88.59574, ,1000,07/29/2013, ,"R. E. DeWalt, E. J. South", , ,R.E. DeWalt,2015, , , , ,12, , , , , ,Vial,2/27/2015 12:00:00 AM,2/28/2015 12:00:00 AM
Insect Collection 790335,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Keweenaw,"Feldtman Trail, Isle Royale",Isle Royale National Park,Grace Creek,47.88451,-89.18843, ,10,06/20/2013, ,"R. E. DeWalt, E. J. South", , ,R.E. DeWalt,2014, , , , ,1, , , , , ,Vial,2/18/2015 12:00:00 AM,2/18/2015 12:00:00 AM
Insect Collection 790414,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Keweenaw,0.6 km NW Moskey Bay Campground on Richie Lake Trail,Isle Royale National Park,Tributary Moskey Basin,48.06384,-88.65065, ,1000,07/29/2013, ,"R. E. DeWalt, E. J. South", , ,R.E. DeWalt,2015, , , , ,15, , , , , ,Vial,2/18/2015 12:00:00 AM,3/13/2015 12:00:00 AM
Insect Collection 790374,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Keweenaw,1.4 km E Moskey Bay CG at Rock Harbor Tr.,Isle Royale National Park,Tributary Moskey Basin,48.07322,-88.64121, ,10,07/27/2013, ,"R. E. DeWalt, E. J. South", , ,R.E. DeWalt,2015, , , , ,36, , , , , ,Vial,2/18/2015 12:00:00 AM,3/12/2015 12:00:00 AM
Insect Collection 790785,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Koochiching,5.3 km WNW Manitou,Franz Jeune State Park,Rainy River,48.60448,-93.37571, ,1000,08/01/2013, ,R.E. DeWalt, , ,R.E. DeWalt,2015, , , , ,1, , , , , ,Vial,2/27/2015 12:00:00 AM,2/28/2015 12:00:00 AM
Insect Collection 657590,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Allegan, ,Silver Creek County Park,Silver Creek,42.66007,-85.92669, ,10,05/11/2014, ,R.E. DeWalt, , ,R.E. DeWalt,2014, , , , ,6, , , , , ,Vial,1/13/2015 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 657561,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Ohio,Champaign,6.1 km NNW Urbana at OH-296, ,Kings Creek,40.15666,-83.78628, ,10,10/18/2014, ,R.E. DeWalt, , ,R.E. DeWalt,2014, , , ,2,1, , , , , ,Vial,1/13/2015 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 656280,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Fayette,10.1 km WSW Vandalia dwnstr. 140, ,Raccoon Creek,38.92369,-89.20036, ,10,05/23/2013, ,"E. J. South, R. E. DeWalt", ,Riffle 2,E. J. South,2014, , , , ,1, , , , , ,Vial,12/2/2014 12:00:00 AM,4/9/2015 12:00:00 AM
Insect Collection 656219,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Shelby,3.3 km WNW Cowden at 1300E, ,Mitchell Creek,39.25612,-88.89892, ,1000,05/22/2013, ,"E. J. South, R. E. DeWalt", ,Bank 2,E. J. South,2014, , , , ,2, , , , , ,Vial,12/2/2014 12:00:00 AM,4/9/2015 12:00:00 AM
Insect Collection 657744,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Bond,3.5 km ESE Sorento at 1650N (Sorento Ave.), ,West Fork Shoal Creek,38.98549,-89.53765, ,10,05/21/2014, ,E.J. South, ,Riffle 2,E. J. South,2014, , , , ,1, , , , , ,Vial,12/23/2014 12:00:00 AM,4/10/2015 12:00:00 AM
Insect Collection 791889,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Moultrie,"7.3 km NEN Bethany, upstr. 1850N", ,West Okaw River,39.67636,-88.66329, ,10,05/22/2015, ,E.J. South, , ,E.J. South,2015, , , , ,1, , , , , ,Vial,4/8/2016 12:00:00 AM,4/12/2016 12:00:00 AM
Insect Collection 789950,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Logan,7.3 km N Elkhart at CR 600E, ,Tributary Salt Creek,40.08573,-89.48469, ,10,09/26/2014, ,IDNR NRDA, , ,R.E. DeWalt,2014, , , , ,3, , , , , ,Vial,1/15/2015 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 789199,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Ohio,Geauga,4 km NE Hambden at OH 166, ,Bates Creek,41.62991,-81.11378, ,10,06/08/2013, ,"R. E. DeWalt, E. J. South", , ,E. J. South,2015, , , , ,1, , , , , ,Vial,1/19/2015 12:00:00 AM,1/19/2015 12:00:00 AM
Insect Collection 791508,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Shelby,8.8 km SSE Tower Hill at 1200N, ,Mitchell Creek,39.31612,-88.91815, , ,05/05/2015, ,E.J. South, , , , , , , , ,1, , , , , ,Vial,6/10/2016 12:00:00 AM,6/10/2016 12:00:00 AM
Insect Collection 659537,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Bayfield,3.5 km WNW Cable at Wollin Rd., ,Big Brook,46.21609,-91.33637, ,10,06/26/2016, ,"R.E. DeWalt, et al.",dipnet,Stream,R.E. DeWalt,2017, , , , ,17, , , , , ,Vial,11/10/2018 12:00:00 AM,12/7/2018 12:00:00 AM
Insect Collection 659670,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Burnett,7.8 km N Grantsburg,St. Croix National Scenic Riverway,East Brook,45.84243,-92.73921, ,10,06/28/2016, ,"R. E. DeWalt, J. Jaureguy, A. J. Nelson",Beating sheet,Stream,R.E. DeWalt,2017, , , , ,11, , , , , ,Vial,11/9/2018 12:00:00 AM,12/7/2018 12:00:00 AM
 ,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,adonis, ,Traver,1935, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Insect Collection 9131,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Champaign,Urbana, ,Boneyard Creek,40.11056,-88.20722, ,10000,05/25/2000, ,"R.E. DeWalt, V.R. Block, C. Conner",Dip net,Stream,R.E. DeWalt,2002, , , , ,2, , , , , ,Vial,9/30/2002 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4438,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,La Salle,Serena, ,Indian Creek,41.48518,-88.77397, ,1000,05/16/1938, ,"H.H. Ross, B.D. Burks", , ,B.D. Burks, , , , , , , , , , , ,Vial,10/13/1998 12:00:00 AM,7/24/2012 12:00:00 AM
Ephemeroptera 4439,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,La Salle,Serena, ,Indian Creek,41.48518,-88.77397, ,1000,05/12/1938, ,"H.H. Ross, B.D. Burks", , ,B.D. Burks, , , , , , , , , , , ,Vial,10/13/1998 12:00:00 AM,7/24/2012 12:00:00 AM
Ephemeroptera 145,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Vermilion,Muncie at US-150, ,Stony Creek,40.11323,-87.83275, ,1000,05/24/1914, , , , ,McDunnough,1921,Paratype,Baetis pallidula McDunnough,1, , , , , , , ,Pin,10/18/1995 12:00:00 AM,8/10/2010 12:00:00 AM
Ephemeroptera 146,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Vermilion,Muncie at US-150, ,Stony Creek,40.11323,-87.83275, ,1000,06/08/1927, ,"T.H. Frison, A.O. Gross", , , , , , ,1, , , , , , , ,Pin,10/18/1995 12:00:00 AM,8/10/2010 12:00:00 AM
Ephemeroptera 16160,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Vermilion,Muncie at US-150, ,Stony Creek,40.11323,-87.83275, ,1000,05/24/1914, , , , , , ,Holotype,Baetis pallidula McDunnough,1, , , , , , , ,Pin,10/19/1999 12:00:00 AM,8/10/2010 12:00:00 AM
Insect Collection 585000,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Michigan,Crawford,Lovells, ,North Branch Au Sable RIver,44.80379,-84.48197, ,1000,08/15/2008, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,2, , , , , ,Vial,1/30/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 38717,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Tennessee,Blount,Abrams Creek Campground,Great Smoky Mountains National Park,Abrams Creek,35.6103,-83.9327,360,10,07/05/2004, ,R.E. DeWalt,Hand,stream,R.E. DeWalt,2004, , , , ,2, , , , , ,Vial,10/7/2004 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 9007,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Tennessee,Blount,Abrams Creek Campground,Great Smoky Mountains National Park,Abrams Creek,35.6103,-83.9327,360,10,06/20/2001, ,B.D. Heinold,Blacklight,Stream margin,R.E. DeWalt,2002, , ,4, ,6, , , , , ,Vial,8/22/2002 12:00:00 AM,4/10/2008 12:00:00 AM
Insect Collection 4857,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Tennessee,Blount,"Cades Cove, Sparks Lane",Great Smoky Mountains National Park,Abrams Creek,35.6025,-83.7939,543,10,06/19/2001, ,B.D. Heinold,Blacklight,Stream margin,R.E. DeWalt,2002, , ,1, , , , , , , ,Vial,8/16/2002 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 4911,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Tennessee,Blount,"100 m upstream confl. with Abrams Creek, Abrams Falls Trailhead, Great Smoky Mountains National Park",Great Smoky Mountains National Park,Mill Creek,35.5905,-83.852,522,10,07/06/2001, ,B.D. Heinold,Blacklight,Stream margin,R.E. DeWalt,2002, , , ,1,27, , , , , ,Vial,8/18/2002 12:00:00 AM,4/10/2008 12:00:00 AM
Insect Collection 3050,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Ogle,"1.6 km W Daysville, 3.3 km S Oregon",Castle Rock State Park,Gale Creek,41.9869,-89.3388, ,1000,05/06/1986, ,"M.J. Wetzel, J.M. Kasprowicz, D.A. Carney", , ,R.E. DeWalt,2001, , , , ,2, , , , , ,Vial,12/4/2001 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32640,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Stephenson,3.0 km SE Orangeville at North Henderson Road, ,Brush Creek,42.4502,-89.6144, ,1000,05/14/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,1, , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 76460,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Stephenson,3.0 km SE Orangeville at North Henderson Road, ,Brush Creek,42.4502,-89.6144, ,1000,05/19/2004, ,"R.E. DeWalt, B.M. Sangunett", , ,R.E. DeWalt,2005, , , , ,203, , , , , ,Vial,8/29/2005 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 3635,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Peoria,"Kickapoo Creek, 3 km NNE Dunlap", ,Kickapoo Creek,40.8882,-89.6747, ,10,05/02/2001, ,R.E. DeWalt, , ,R.E. DeWalt,2002, , , , ,6, , , , , ,Vial,1/18/2002 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32344,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Will,"NW Wilmington, West of IL-53",Midewin National Tallgrass Prairie,Prairie Creek,41.3625,-88.1649, ,10,06/05/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,2, , , , , ,Vial,11/25/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32368,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Will,"NW Wilmington, West of IL-53",Midewin National Tallgrass Prairie,Prairie Creek,41.3625,-88.1649, ,10,06/05/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,13, , , , , ,Vial,11/25/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32381,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Will,"NW Wilmington, West of IL-53",Midewin National Tallgrass Prairie,Prairie Creek,41.3625,-88.1649, ,10,06/01/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,48, , , , , ,Vial,11/25/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32335,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Will,"5 km SE Crete, downstream East Bemes Road", ,Plum Creek,41.40729,-87.5969, ,10,05/21/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,1, , , , , ,Vial,11/25/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 9633,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,La Salle,6 km E Sheridan, ,Roods Creek,41.5305,-88.6111, ,10,05/02/2001, ,R.E. DeWalt,Dip net,Stream,R.E. DeWalt,2001, , , , ,23, , , , , ,Vial,1/18/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 3653,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Cook,3 km E Sauk Village,Plum Creek Forest Preserve,Plum Creek,41.4848,-87.5293, ,10,05/08/2001, ,R.E. DeWalt, , ,R.E. DeWalt,2002, , , , ,8, , , , , ,Vial,1/18/2002 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 3628,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Woodford,"6 km SW Washburn, 200 m S Columbia Rd.", ,Dry Creek,40.90866,-89.36305, ,10,05/01/2001, ,R.E. DeWalt, , ,R.E. DeWalt,2002, , , , ,2, , , , , ,Vial,1/18/2002 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 300225,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Clark,2.4 - 3.0 km NE Clarksville (formerly Dolson),Rocky Branch Natural Area, ,39.463,-87.774, ,10,05/02/2007, ,R.E. DeWalt, , ,R.E. DeWalt,2007, , , , ,8, , , , , ,Vial,5/14/2007 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 300219,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Coles,Fox Ridge State Park,Fox Ridge State Park,Tributary Embarras River,39.403,-88.159, ,10,05/03/2007, ,R.E. DeWalt, , ,R.E. DeWalt,2007, , , , ,4, , , , , ,Vial,5/14/2007 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32532,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Hancock,8.1 km NE Carthage, ,Rock Creek,40.463,-91.062, ,10,05/02/2002, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2003, , , , ,3, , , , , ,Vial,11/14/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4156,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Hancock,8.1 km NE Carthage, ,Rock Creek,40.463,-91.062, ,10,07/10/1997, ,R.E. DeWalt, , ,R.E. DeWalt,1998, , , , , , , , , , ,Vial,3/30/1998 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4441,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Jo Daviess, ,Apple River Canyon State Park,Apple River,42.44883,-90.05579, ,1000,06/06/1940, ,"C.O. Mohr, B.D. Burks", , ,B.D. Burks, , , ,1, , , , , , , ,Vial,10/13/1998 12:00:00 AM,6/8/2012 12:00:00 AM
Ephemeroptera 4442,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Jo Daviess, ,Apple River Canyon State Park,Apple River,42.44883,-90.05579, ,1000,07/12/1938, ,"B.D. Burks, Boesel", , ,B.D. Burks, , , ,1, , , , , , , ,Vial,10/13/1998 12:00:00 AM,6/8/2012 12:00:00 AM
Insect Collection 32619,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Kendall,2 km S Plano, ,Big Rock Creek,41.641,-88.537, ,10,06/23/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,6, , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32972,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Kendall,2 km S Plano, ,Big Rock Creek,41.641,-88.537, ,10,06/23/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,31, , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32987,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Kendall,2 km S Plano, ,Big Rock Creek,41.641,-88.537, ,10,06/23/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,14, , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32995,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Kendall,2 km S Plano, ,Big Rock Creek,41.641,-88.537, ,10,06/23/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,10, , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 13516,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,La Salle,1 km N Lowell, ,Vermilion River,41.255,-89.012, ,10,07/18/2000, ,R.E. DeWalt, , ,R.E. DeWalt,2000, , , , ,2, , , , , ,Vial,7/20/2000 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32827,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,McHenry,1.5 km N Marengo, ,Kishwaukee River,42.26547,-88.60835, ,1000,07/14/2000, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,1, , , , , ,Vial,11/28/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4443,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,McHenry,"Richmond, US Route 12", ,North Branch Nippersink Creek,42.478,-88.306, ,10,06/24/1938, ,B.D. Burks, , ,B.D. Burks,1948,Paratype,Baetis ochris Burks, , , , , , , , ,Vial,10/13/1998 12:00:00 AM,6/8/2012 12:00:00 AM
Ephemeroptera 16183,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,McHenry,"Richmond, US Route 12", ,North Branch Nippersink Creek,42.478,-88.306, ,10,06/24/1938, ,B.D. Burks, , ,B.D. Burks, ,Holotype,Baetis ochris Burks, , , , , , , , ,Vial,10/19/1999 12:00:00 AM,8/25/2011 12:00:00 AM
Ephemeroptera 16592,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Ogle,Weld Park, ,Black Walnut Creek,42.0853,-89.2269, ,1000,05/14/1998, ,R.E. DeWalt, , , , , , , , ,71, , , , , ,Vial,12/9/1999 12:00:00 AM,7/18/2012 12:00:00 AM
Ephemeroptera 16595,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Ogle,Weld Park, ,Black Walnut Creek,42.0853,-89.2269, ,1000,05/14/1998, ,R.E. DeWalt, , , , , , , , ,3, , , , , ,Vial,12/9/1999 12:00:00 AM,7/18/2012 12:00:00 AM
Ephemeroptera 16618,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Ogle,Weld Park, ,Black Walnut Creek,42.0853,-89.2269, ,1000,05/15/1998, ,"S. Altenburg, H. Fox", , , , , , , , ,1, , , , , ,Vial,12/10/1999 12:00:00 AM,7/18/2012 12:00:00 AM
Ephemeroptera 16686,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Ogle,Weld Park, ,Black Walnut Creek,42.0853,-89.2269, ,1000,05/14/1998, ,R.E. DeWalt, , , , , , , , ,39, , , , , ,Vial,12/21/1999 12:00:00 AM,7/18/2012 12:00:00 AM
Ephemeroptera 4437,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,flavistriga, ,McDunnough,1921,United States,Illinois,Winnebago,Rockford, ,Rock River,42.27151,-89.09125, ,1000,06/13/1931, ,"T.H. Frison, C.O. Mohr", , ,B.D. Burks, , , , , , , , , , , ,Vial,10/13/1998 12:00:00 AM,6/8/2012 12:00:00 AM
